STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,CURRENCY,Currency,BASE_PER,Base period,METHODOLOGY,Methodology,DECIMALS,Decimals,PRICE_BASE,Price base,ADJUSTMENT,Adjustment
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2017-Q4,,2116784726502.69,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2018-Q1,,2131539367336.71,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2018-Q2,,2154137287821.43,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2018-Q3,,2173596063543.6,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2018-Q4,,2199861559767.85,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2019-Q1,,2216910594413.65,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2019-Q2,,2240262826419.58,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2019-Q3,,2251588607614.21,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2019-Q4,,2260232253656.88,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2020-Q1,,2256754880488.62,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2020-Q2,,2415664021877.33,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2020-Q3,,2318085621947.45,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2020-Q4,,2310378915270.83,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2021-Q1,,2345057007232.41,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2021-Q2,,2311908838550.34,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2021-Q3,,2333222200141.06,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2021-Q4,,2364329113587.2,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2022-Q1,,2407760179955.21,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2022-Q2,,2465151573085.4,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2022-Q3,,2509234024936.6,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2022-Q4,,2569668748396.2,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2023-Q1,,2625071005879.5,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2023-Q2,,2696279594521.37,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2023-Q3,,2743988912826.44,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2023-Q4,,2753002445881.84,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2024-Q1,,2781155336467.89,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2024-Q2,,2807487082865.02,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2024-Q3,,2831870385690.42,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2024-Q4,,2856055794178.83,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2025-Q1,,2879450997863.27,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2025-Q2,,2900679192304.28,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2025-Q3,,2920844497135.14,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2025-Q4,,2940576372506.07,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,1996-Q1,,912416428200.786,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,1996-Q2,,935942690370.728,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,1996-Q3,,949556424185.726,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,1996-Q4,,953870800184.358,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,1997-Q1,,945994259487.596,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,1997-Q2,,954897713465.514,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,1997-Q3,,982858838885.413,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,1997-Q4,,966685165203.221,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,1998-Q1,,985533164675.562,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,1998-Q2,,995582948550.073,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,1998-Q3,,1010855891504.21,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,1998-Q4,,1024092633694.04,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,1999-Q1,,1033116516232.56,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,1999-Q2,,1046320376674.15,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,1999-Q3,,1050690648960.98,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,1999-Q4,,1068338375286.1,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2000-Q1,,1081392774413.13,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2000-Q2,,1089398890437.34,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2000-Q3,,1099771470306.94,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2000-Q4,,1109524932144.57,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2001-Q1,,1126042320241.97,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2001-Q2,,1144458390672.04,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2001-Q3,,1153253927615.15,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2001-Q4,,1157677263324.81,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2002-Q1,,1179205768149.24,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2002-Q2,,1194610512440.94,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2002-Q3,,1208409108114.66,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2002-Q4,,1226852404743.02,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2003-Q1,,1239881466421.4,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2003-Q2,,1258546363801.47,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2003-Q3,,1272318769305.83,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2003-Q4,,1280602998465.64,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2004-Q1,,1293151388731.62,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2004-Q2,,1320031449358.56,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2004-Q3,,1329349621163.57,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2010-Q4,,1686783686798.7,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2011-Q1,,1718511363763.75,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2011-Q2,,1710757669665.65,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2011-Q3,,1725237430476.75,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2011-Q4,,1741622775815.64,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_114@DF_EO_114(1.0),Economic Outlook 114,I,GBR,United Kingdom,GDPTR,"Potential output, nominal value",Q,Quarterly,2012-Q1,,1753365829710.72,,,,XDC,National currency,0,Units,,,,,,,2,Two,V,Current prices,,
